ORDERLINE_ID,ORDER_ID,PRODUCT_ID,PRD_QUANTITY,PRICE_EACH
200603,10602,103,10,1800
200604,10603,104,10,720
200605,10604,105,14,480
200606,10605,106,10,960
200607,10606,107,11,420
200608,10607,108,12,120
200609,10608,109,13,180
200610,10609,110,12,264
200611,10610,111,14,204
200612,10611,112,10,3000
200613,10612,101,15,300
200614,10613,102,13,360
200615,10614,103,10,1800
200616,10615,104,13,720
200617,10616,105,15,480
200618,10617,106,11,960
200619,10618,107,14,420
200620,10619,108,11,120
200621,10620,109,11,180
200622,10621,110,13,264
200623,10622,111,10,204
200624,10623,112,13,3000
200625,10624,101,10,300
200626,10625,102,14,360
200627,10626,103,13,1800
200628,10627,104,11,720
200629,10628,105,12,480
200630,10629,106,13,960
200631,10630,107,10,420
200632,10631,108,12,120
200633,10632,109,11,180
200634,10633,110,10,264
200635,10634,111,13,204
200636,10635,112,15,3000
200637,10636,101,11,300
200638,10637,102,13,360
200639,10638,103,15,1800
200640,10639,104,12,720
200641,10640,105,13,480
200642,10641,106,10,960
200643,10642,107,14,420
200644,10643,108,14,120
200645,10644,109,15,180
200646,10645,110,13,264
200647,10646,111,10,204
200648,10647,112,10,3000
200649,10648,101,11,300
200650,10649,102,12,360
200651,10650,103,11,1800
200652,10651,104,10,720
200653,10652,105,13,480
200654,10653,106,10,960
200655,10654,107,15,420
200656,10655,108,11,120
200657,10656,109,12,180
200658,10657,110,12,264
200659,10658,111,13,204
200660,10659,112,14,3000
200661,10660,101,15,300
200662,10661,102,12,360
200663,10662,103,12,1800
200664,10663,104,15,720
200665,10664,105,11,480
200666,10665,106,10,960
200667,10666,107,11,420
200668,10667,108,15,120
200669,10668,109,12,180
200670,10669,110,14,264
200671,10670,111,14,204
200672,10671,112,13,3000
200673,10672,101,15,300
200674,10673,102,14,360
200675,10674,103,12,1800
200676,10675,104,10,720
200677,10676,105,13,480
200678,10677,106,13,960
200679,10678,107,13,420
200680,10679,108,11,120
200681,10680,109,14,180
200682,10681,110,13,264
200683,10682,111,14,204
200684,10683,112,15,3000
200685,10684,101,15,300
200686,10685,102,14,360
200687,10686,103,11,1800
200688,10687,104,14,720
200689,10688,105,14,480
200690,10689,106,13,960
200691,10690,107,12,420
200692,10691,108,10,120
200693,10692,109,10,180
200694,10693,110,10,264
200695,10694,111,10,204
200696,10695,112,12,3000
200697,10696,101,10,300
200698,10697,102,13,360
200699,10698,103,15,1800
200700,10699,104,11,720
200701,10700,105,11,480
200702,10701,106,15,960
200703,10702,107,14,420
200704,10703,108,12,120
200705,10704,109,12,180
200706,10705,110,14,264
200707,10706,111,14,204
200708,10707,112,10,3000
200709,10708,101,11,300
200710,10709,102,14,360
200711,10710,103,15,1800
200712,10711,104,13,720
200713,10712,105,11,480
200714,10713,106,11,960
200715,10714,107,11,420
200716,10715,108,10,120
200717,10716,109,15,180
200718,10717,110,10,264
200719,10718,111,13,204
200720,10719,112,11,3000
200721,10720,101,15,300
200722,10721,102,14,360
200723,10722,103,10,1800
200724,10723,104,11,720
200725,10724,105,11,480
200726,10725,106,13,960
200727,10726,107,14,420
200728,10727,108,13,120
200729,10728,109,13,180
200730,10729,110,11,264
200731,10730,111,10,204
200732,10731,112,11,3000
200733,10732,101,13,300
200734,10733,102,11,360
200735,10734,103,15,1800
200736,10735,104,11,720
200737,10736,105,12,480
200738,10737,106,13,960
200739,10738,107,10,420
200740,10739,108,10,120
200741,10740,109,10,180
200742,10741,110,15,264
200743,10742,111,14,204
200744,10743,112,12,3000
200745,10744,101,15,300
200746,10745,102,15,360
200747,10746,103,10,1800
200748,10747,104,10,720
200749,10748,105,14,480
200750,10749,106,15,960
200751,10750,107,11,420
200752,10751,108,11,120
200753,10752,109,12,180
200754,10753,110,10,264
200755,10754,111,12,204
200756,10755,112,11,3000
200757,10756,101,13,300
200758,10757,102,11,360
200759,10758,103,11,1800
200760,10759,104,13,720
200761,10760,105,14,480
200762,10761,106,12,960
200763,10762,107,15,420
200764,10763,108,11,120
200765,10764,109,11,180
200766,10765,110,11,264
200767,10766,111,10,204
200768,10767,112,13,3000
200769,10768,101,11,300
200770,10769,102,11,360
200771,10770,103,13,1800
200772,10771,104,13,720
200773,10772,105,12,480
200774,10773,106,10,960
200775,10774,107,10,420
200776,10775,108,15,120
200777,10776,109,15,180
200778,10777,110,11,264
200779,10778,111,15,204
200780,10779,112,11,3000
200781,10780,101,11,300
200782,10781,102,11,360
200783,10782,103,12,1800
200784,10783,104,11,720
200785,10784,105,14,480
200786,10785,106,10,960
200787,10786,107,10,420
200788,10787,108,13,120
200789,10788,109,13,180
200790,10789,110,12,264
200791,10790,111,13,204
200792,10791,112,15,3000
200793,10792,101,10,300
200794,10793,102,12,360
200795,10794,103,11,1800
200796,10795,104,10,720
200797,10796,105,14,480
200798,10797,106,15,960
200799,10798,107,13,420
200800,10799,108,13,120
200801,10800,109,14,180
200802,10801,110,12,264
200803,10802,111,15,204
200804,10803,112,12,3000
200805,10804,101,14,300
200806,10805,102,10,360
200807,10806,103,11,1800
200808,10807,104,15,720
200809,10808,105,13,480
200810,10809,106,10,960
200811,10810,107,12,420
200812,10811,108,12,120
200813,10812,109,12,180
200814,10813,110,12,264
200815,10814,111,11,204
200816,10815,112,13,3000
200817,10816,101,14,300
200818,10817,102,15,360
200819,10818,103,12,1800
200820,10819,104,10,720
200821,10820,105,15,480
200822,10821,106,14,960
200823,10822,107,12,420
200824,10823,108,12,120
200825,10824,109,15,180
200826,10825,110,15,264
200827,10826,111,14,204
200828,10827,112,12,3000
200829,10828,101,14,300
200830,10829,102,15,360
200831,10830,103,13,1800
200832,10831,104,15,720
200833,10832,105,13,480
200834,10833,106,11,960
200835,10834,107,13,420
200836,10835,108,13,120
200837,10836,109,13,180
200838,10837,110,11,264
200839,10838,111,15,204
200840,10839,112,14,3000
200841,10840,101,15,300
200842,10841,102,13,360
200843,10842,103,12,1800
200844,10843,104,10,720
200845,10844,105,10,480
200846,10845,106,11,960
200847,10846,107,10,420
200848,10847,108,15,120
200849,10848,109,12,180
200850,10849,110,14,264
200851,10850,111,13,204
200852,10851,112,13,3000
200853,10852,101,14,300
200854,10853,102,13,360
200855,10854,103,10,1800
200856,10855,104,15,720
200857,10856,105,13,480
200858,10857,106,12,960
200859,10858,107,11,420
200860,10859,108,11,120
200861,10860,109,14,180
200862,10861,110,12,264
200863,10862,111,11,204
200864,10863,112,10,3000
200865,10864,101,13,300
200866,10865,102,15,360
200867,10866,103,11,1800
200868,10867,104,11,720
200869,10868,105,15,480
200870,10869,106,10,960
200871,10870,107,12,420
200872,10871,108,13,120
200873,10872,109,13,180
200874,10873,110,14,264
200875,10874,111,15,204
200876,10875,112,11,3000
200877,10876,101,14,300
200878,10877,102,12,360
200879,10878,103,10,1800
200880,10879,104,13,720
200881,10880,105,12,480
200882,10881,106,10,960
200883,10882,107,12,420
200884,10883,108,12,120
200885,10884,109,13,180
200886,10885,110,14,264
200887,10886,111,11,204
200888,10887,112,12,3000
200889,10888,101,13,300
200890,10889,102,14,360
200891,10890,103,14,1800
200892,10891,104,13,720
200893,10892,105,14,480
200894,10893,106,15,960
200895,10894,107,14,420
200896,10895,108,15,120
200897,10896,109,15,180
200898,10897,110,15,264
200899,10898,111,14,204
200900,10899,112,13,3000
200901,10900,101,10,300
200902,10901,102,10,360
200903,10902,103,13,1800
200904,10903,104,10,720
200905,10904,105,11,480
200906,10905,106,10,960
200907,10906,107,10,420
200908,10907,108,11,120
200909,10908,109,15,180
200910,10909,110,10,264
200911,10910,111,13,204
200912,10911,112,15,3000
200913,10912,101,12,300
200914,10913,102,11,360
200915,10914,103,13,1800
200916,10915,104,12,720
200917,10916,105,10,480
200918,10917,106,10,960
200919,10918,107,13,420
200920,10919,108,14,120
200921,10920,109,15,180
200922,10921,110,11,264
200923,10922,111,12,204
200924,10923,112,14,3000
200925,10924,101,13,300
200926,10925,102,14,360
200927,10926,103,12,1800
200928,10927,104,11,720
200929,10928,105,12,480
200930,10929,106,12,960
200931,10930,107,13,420
200932,10931,108,11,120
200933,10932,109,15,180
200934,10933,110,11,264
200935,10934,111,12,204
200936,10935,112,14,3000
200937,10936,101,14,300
200938,10937,102,15,360
200939,10938,103,14,1800
200940,10939,104,14,720
200941,10940,105,14,480
200942,10941,106,13,960
200943,10942,107,15,420
200944,10943,108,12,120
200945,10944,109,11,180
200946,10945,110,14,264
200947,10946,111,15,204
200948,10947,112,14,3000
200949,10948,101,10,300
200950,10949,102,12,360
200951,10950,103,14,1800
200952,10951,104,15,720
200953,10952,105,13,480
200954,10953,106,14,960
200955,10954,107,10,420
200956,10955,108,11,120
200957,10956,109,14,180
200958,10957,110,14,264
200959,10958,111,13,204
200960,10959,112,13,3000
200961,10960,101,12,300
200962,10961,102,13,360
200963,10962,103,15,1800
200964,10963,104,14,720
200965,10964,105,10,480
200966,10965,106,12,960
200967,10966,107,14,420
200968,10967,108,11,120
200969,10968,109,14,180
200970,10969,110,14,264
200971,10970,111,13,204
200972,10971,112,10,3000
200973,10972,101,13,300
200974,10973,102,15,360
200975,10974,103,14,1800
200976,10975,104,15,720
200977,10976,105,15,480
200978,10977,106,12,960
200979,10978,107,14,420
200980,10979,108,15,120
200981,10980,109,11,180
200982,10981,110,12,264
200983,10982,111,10,204
200984,10983,112,13,3000
200985,10984,101,12,300
200986,10985,102,12,360
200987,10986,103,14,1800
200988,10987,104,12,720
200989,10988,105,15,480
200990,10989,106,15,960
200991,10990,107,11,420
200992,10991,108,15,120
200993,10992,109,13,180
200994,10993,110,12,264
200995,10994,111,11,204
200996,10995,112,11,3000
200997,10996,101,12,300
200998,10997,102,14,360
200999,10998,103,10,1800
201000,10999,104,11,720
201001,11000,101,13,300
201002,11000,102,15,360
201003,11001,103,13,1800
201004,11001,104,10,720
201005,11002,105,14,480
201006,11002,106,14,960
201007,11003,107,10,420
201008,11003,108,10,120
201009,11004,109,12,180
201010,11004,110,10,264
201011,11005,111,10,204
201012,11005,112,15,3000
201013,11006,101,11,300
201014,11006,102,15,360
201015,11007,103,12,1800
201016,11007,104,10,720
201017,11008,105,12,480
201018,11008,106,11,960
201019,11009,107,15,420
201020,11009,108,15,120
201021,11010,109,13,180
201022,11010,110,15,264
201023,11011,111,13,204
201024,11011,112,11,3000
201025,11012,101,13,300
201026,11012,102,14,360
201027,11013,103,11,1800
201028,11013,104,10,720
201029,11014,105,12,480
201030,11014,106,15,960
201031,11015,107,14,420
201032,11015,108,13,120
201033,11016,109,14,180
201034,11016,110,15,264
201035,11017,111,11,204
201036,11017,112,15,3000
201037,11018,101,14,300
201038,11018,102,11,360
201039,11019,103,10,1800
201040,11019,104,10,720
201041,11020,105,12,480
201042,11020,106,10,960
201043,11021,107,12,420
201044,11021,108,11,120
201045,11022,109,13,180
201046,11022,110,13,264
201047,11023,111,15,204
201048,11023,112,11,3000
201049,11024,101,12,300
201050,11024,102,15,360
201051,11025,103,13,1800
201052,11025,104,12,720
201053,11026,105,14,480
201054,11026,106,15,960
201055,11027,107,15,420
201056,11027,108,14,120
201057,11028,109,12,180
201058,11028,110,11,264
201059,11029,111,13,204
201060,11029,112,11,3000
201061,11030,101,10,300
201062,11030,102,12,360
201063,11031,103,10,1800
201064,11031,104,11,720
201065,11032,105,12,480
201066,11032,106,14,960
201067,11033,107,14,420
201068,11033,108,10,120
201069,11034,109,10,180
201070,11034,110,10,264
201071,11035,111,14,204
201072,11035,112,14,3000
201073,11036,101,15,300
201074,11036,102,14,360
201075,11037,103,15,1800
201076,11037,104,14,720
201077,11038,105,13,480
201078,11038,106,14,960
201079,11039,107,11,420
201080,11039,108,14,120
201081,11040,109,12,180
201082,11040,110,11,264
201083,11041,111,14,204
201084,11041,112,14,3000
201085,11042,101,15,300
201086,11042,102,11,360
201087,11043,103,10,1800
201088,11043,104,15,720
201089,11044,105,11,480
201090,11044,106,14,960
201091,11045,107,13,420
201092,11045,108,11,120
201093,11046,109,14,180
201094,11046,110,10,264
201095,11047,111,14,204
201096,11047,112,12,3000
201097,11048,101,10,300
201098,11048,102,12,360
201099,11049,103,14,1800
201100,11049,104,15,720
201101,11050,105,14,480
201102,11050,106,10,960
201103,11051,107,15,420
201104,11051,108,15,120
201105,11052,109,12,180
201106,11052,110,12,264
201107,11053,111,13,204
201108,11053,112,11,3000
201109,11054,101,13,300
201110,11054,102,14,360
201111,11055,103,14,1800
201112,11055,104,15,720
201113,11056,105,14,480
201114,11056,106,14,960
201115,11057,107,15,420
201116,11057,108,10,120
201117,11058,109,12,180
201118,11058,110,14,264
201119,11059,111,13,204
201120,11059,112,12,3000
201121,11060,101,14,300
201122,11060,102,15,360
201123,11061,103,14,1800
201124,11061,104,15,720
201125,11062,105,10,480
201126,11062,106,12,960
201127,11063,107,10,420
201128,11063,108,11,120
201129,11064,109,11,180
201130,11064,110,10,264
201131,11065,111,13,204
201132,11065,112,12,3000
201133,11066,101,14,300
201134,11066,102,10,360
201135,11067,103,12,1800
201136,11067,104,15,720
201137,11068,105,10,480
201138,11068,106,10,960
201139,11069,107,11,420
201140,11069,108,12,120
201141,11070,109,11,180
201142,11070,110,15,264
